       1       0    7950    0.7903    4  190    5  185
    -2    0.010    0.076     -0.074  0.006     1.04     0.98    -1.59     7.13
     1   -0.203    0.165     -0.829  0.010     0.18     0.81    -0.49     0.74
     2    0.595    0.469     -0.289  0.006     3.61     4.02    -1.34     2.63
    -1   -0.094    0.760      0.705  0.010     1.92     4.79     3.39     5.12
    -2   -0.219    0.320     -0.185  0.006    -0.26     0.64     0.53     6.93
     2   -0.094   -0.217     -0.199  0.006    -0.70    -0.78    -0.80     1.83
    -2    0.014   -0.004      0.007  0.006    -0.22     3.61    -3.14     6.36
     1   -0.051   -0.059      0.567  0.010     1.77     1.15     3.03     5.10
    -1   -2.638    0.321      5.990  0.010    -0.76     4.30     3.92     4.34
     2   -0.377    0.116      1.389  0.006    -1.97     4.24     9.03     9.69
     2   -0.019   -0.070     -0.439  0.006     5.53     0.22     0.44     2.86
    -1    1.144    0.479      0.587  0.010     4.49     2.20     0.18     0.39
     2   -0.607    0.943     -0.880  0.006    -4.54     3.85    -0.38     1.20
    -2   -0.378    0.180     -0.493  0.006    -3.69     4.45    -1.06     2.19
     2    0.317   -0.556     -0.842  0.006    -2.31    -1.51    -1.18     1.50
     2   -0.092    0.075     -0.571  0.006    -2.05    -2.39    -5.81     6.81
     2    0.399    0.456     -2.599  0.006    -2.19     0.77   -17.45    17.81
    -1   -0.305    0.339      0.144  0.010    -0.31     7.06     0.39     0.83
     1   -0.005    0.224      0.025  0.010    -0.58     7.05     0.59     4.88
     1   -0.020    0.055     -0.404  0.010     0.01     5.90    -7.63     9.40
    -1    1.392    0.983     -1.216  0.010     3.29     2.39    -0.44     0.95
    -2   -0.098    0.089     -0.340  0.006     0.09     1.68    -2.83     6.00
     3   -0.886   -0.126      0.121  0.199     0.06     0.23     1.66     3.09
    -2   -0.430   -0.178      0.913  0.006    -3.67    -3.82    14.07    16.61
     2   -0.675   -0.062      0.486  0.006    -2.22    -0.09     3.24     7.71
    -1   -0.017   -0.015     -0.350  0.010    -3.19    -2.54   -10.26    12.45
     2   -0.035   -0.001      0.011  0.006    -1.18     1.43    -3.58     5.11
    -1    1.047   -0.457      0.447  0.010     4.65     1.40     1.33     3.13
     1    0.112    0.204      0.459  0.010     2.65     2.96     3.32     3.81
    -2    0.285   -0.025      0.360  0.006     1.75    -1.90     7.98    10.09
     2    0.056   -0.039      0.088  0.006     2.86    -7.75    30.71    32.98
    -2    0.046   -0.181      0.034  0.006     3.63    -0.85     4.19     7.79
    -2    0.290    0.479      0.189  0.006     2.64     4.77     0.29     2.14
    -2    0.307   -0.031      0.287  0.006     1.93     3.68     2.05     5.29
     2   -0.083    0.240      0.076  0.006     2.95     2.30    -0.84     1.92
     2    0.186   -0.312      0.433  0.006     2.53    -0.46     2.59     5.43
     2    0.045    0.112      0.351  0.006     2.17     0.87     4.50     5.99
